username,Active Directory,AWS IAM,Okta,ad_effective_privilege,ad_direct_privilege,ad_inherited_privilege,aws_effective_privilege,aws_direct_privilege,aws_inherited_privilege,okta_effective_privilege,okta_direct_privilege,okta_inherited_privilege
joseph.camacho,Admin,Admin,User,GG-Domain-Admins,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",None,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Jira,"Jira, Slack",None
james.nash,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
lisa.martinez,Power User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
beth.henderson,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
deanna.bartlett,Power User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
donald.ellis,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
ashley.hernandez,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
sharon.beard,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
kara.jackson,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
amanda.preston,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
alicia.roth,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
william.ramos,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
jeremy.mcintyre,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
samantha.robertson,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
samuel.suarez,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
danielle.bryant,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
madison.martinez,Power User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
seth.matthews,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
anthony.nash,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
matthew.palmer,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
alejandra.king,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
judy.robinson,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
jorge.bates,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
brian.brown,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
stephanie.evans,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
rebekah.greene,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
jason.price,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
micheal.parks,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
sarah.pittman,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
robert.hines,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
henry.garner,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
julie.wilson,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
steve.mason,User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
brittany.gay,Admin,Admin,User,GG-Domain-Admins,"GG-Contractors, GG-Guest-Access, GG-Domain-Admins",None,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,Jira,"Jira, Slack",None
mike.maxwell,Power User,User,User,GG-Contractors,"GG-Contractors, GG-Guest-Access",None,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,None,Jira,"Jira, Slack",None
svc-protect-test,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-article-prod,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-above-dev,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-live-dev,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-eye-dev,Power User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-determine-dev,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-sort-test,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-staff-test,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-concern-test,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-part-dev,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-south-prod,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-cold-test,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-might-test,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-stock-test,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-source-dev,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-state-dev,Power User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-behavior-dev,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-carry-test,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-possible-test,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-leader-test,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-property-test,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-laugh-test,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-international-dev,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-laugh-test2,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-me-dev,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-identify-dev,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-above-dev2,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-always-prod,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-none-prod,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-decision-test,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-side-prod,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-hour-test,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-address-prod,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-wait-test,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-fund-dev,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-sometimes-prod,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-these-prod,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-nice-dev,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-cut-dev,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-affect-prod,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-require-test,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-above-prod,User,User,None,GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-produce-prod,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-similar-prod,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-energy-dev,User,User,None,GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",None,None,None,None
svc-draw-prod,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-rule-prod,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-understand-prod,Admin,Admin,None,GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins","GG-Infra-Ops, GG-Domain-Admins",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-guy-test,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
svc-forget-prod,Admin,Admin,None,GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Dev-Staff,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,None,None,None,None
